elapsed (s),x-axis (g),y-axis (g),z-axis (g),x-axis (T),y-axis (T),z-axis (T),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx)
24.933,-0.063,-0.002,1.004,,,,0.122,0.183,-0.122,
24.942,-0.065,-0.003,1.004,,,,0.427,-0.061,0.183,
24.953,-0.065,-0.003,1.003,,,,0.305,0.183,-0.122,
24.963,-0.065,-0.002,1.004,,,,0.061,0,-0.122,
24.973,-0.065,-0.002,1.006,,,,-0.122,0.244,-0.061,
24.982,-0.065,-0.003,1.004,,,,-0.061,-0.061,-0.061,
24.992,-0.065,-0.002,1.004,,,,-0.183,0.061,-0.183,
25.002,-0.064,-0.003,1.003,,,,0.061,0.122,0,
25.013,-0.065,-0.004,1.003,,,,0.366,0.488,0.122,
25.021,-0.064,-0.003,1.004,,,,0.244,-0.061,0.122,
25.032,-0.064,-0.001,1.004,,,,-0.305,0.122,-0.244,
25.042,-0.063,-0.003,1.005,,,,0,-0.061,0.122,
25.052,-0.065,-0.003,1.003,,,,-0.061,0.244,0,
25.062,-0.066,-0.003,1.003,,,,0.488,-0.061,0.122,
25.071,-0.064,-0.002,1.004,,,,0.061,0.488,0,
25.081,-0.065,-0.001,1.003,,,,-0.366,-0.061,-0.061,
25.092,-0.064,-0.002,1.005,,,,-0.305,0.122,-0.122,
25.102,-0.064,-0.001,1.003,,,,0.061,0,0.183,
25.111,-0.064,-0.001,1.004,,,,0,0.244,-0.366,
25.121,-0.065,-0.002,1.005,,,,-0.488,0.183,0,
25.131,-0.066,-0.001,1.005,,,,-0.244,0.183,0.122,
25.142,-0.067,-0.003,1.005,,,,-0.122,0.366,0,
25.15,-0.064,-0.003,1.004,,,,0.427,0.122,0,
25.161,-0.063,-0.001,1.003,,,,0.061,0.183,-0.122,
25.171,-0.065,-0.004,1.005,,,,-0.122,0.244,-0.122,
25.181,-0.065,-0.003,1.005,,,,-0.061,-0.061,0.122,
25.19,-0.063,-0.003,1.004,,,,-0.061,0,-0.122,
25.2,-0.064,-0.002,1.003,,,,0.061,0.183,0,
25.21,-0.065,0,1.004,,,,-0.183,-0.122,-0.183,
25.221,-0.064,-0.002,1.005,,,,-0.061,0.183,0,
25.229,-0.065,-0.005,1.004,,,,0.122,0.061,0.488,
25.24,-0.065,-0.003,1.005,,,,0.061,-0.122,-0.061,
25.25,-0.064,-0.003,1.003,,,,0,0.244,0.061,
25.26,-0.064,-0.002,1.003,,,,-0.183,0.122,-0.061,
25.27,-0.064,-0.003,1.003,,,,-0.244,-0.183,0.061,
25.279,-0.065,-0.003,1.004,,,,0,0.122,0.122,
25.289,-0.065,-0.002,1.003,,,,-0.244,0,0.183,
25.3,-0.064,-0.004,1.004,,,,-0.122,0,0,
25.31,-0.062,-0.003,1.005,,,,-0.061,0.183,-0.183,
25.319,-0.065,-0.001,1.004,,,,0.061,0.061,0,
25.329,-0.066,-0.002,1.003,,,,-0.122,0.061,0,
25.339,-0.064,-0.002,1.003,,,,0.122,0.061,0.061,
25.35,-0.065,-0.001,1.006,,,,0.122,0.122,0.122,
25.358,-0.064,-0.003,1.006,,,,0.488,0,-0.244,
25.369,-0.064,-0.005,1.006,,,,0.244,0.061,-0.305,
25.379,-0.065,-0.002,1.003,,,,0.183,0.061,0.122,
25.389,-0.064,-0.003,1.005,,,,0.122,-0.122,0.061,
25.398,-0.063,-0.003,1.005,,,,0.488,0,-0.061,
25.408,-0.064,-0.002,1.004,,,,0.427,0,-0.122,
25.418,-0.065,-0.002,1.005,,,,0.366,0.122,-0.183,
25.429,-0.064,-0.003,1.004,,,,0.244,-0.244,-0.122,
25.437,-0.065,-0.003,1.004,,,,0.305,0.122,0.244,
25.448,-0.064,-0.003,1.002,,,,-0.244,0.183,0.244,
25.458,-0.064,-0.002,1.004,,,,0.061,0.061,0.061,
25.468,-0.063,-0.002,1.004,,,,-0.122,-0.122,0.061,
25.478,-0.064,-0.001,1.004,,,,-0.061,0.122,0.122,
25.487,-0.063,-0.003,1.005,,,,0,0,0.061,
25.497,-0.063,-0.003,1.003,,,,-0.061,0,-0.183,
25.508,-0.064,-0.003,1.003,,,,-0.122,0.061,0.061,
25.518,-0.064,-0.003,1.006,,,,0.183,-0.122,0.122,
25.527,-0.065,-0.002,1.004,,,,0.122,-0.061,-0.122,
25.537,-0.066,-0.003,1.002,,,,0.183,0.061,0.061,
25.547,-0.065,-0.003,1.004,,,,0.183,0.305,0.183,
25.558,-0.064,-0.002,1.003,,,,0.122,0.122,-0.122,
25.566,-0.065,-0.002,1.004,,,,0.488,0.244,0,
25.577,-0.064,-0.001,1.004,,,,0.305,0.305,0.061,
25.587,-0.064,-0.002,1.005,,,,0.244,0,0.183,
25.597,-0.064,-0.003,1.007,,,,0,0.305,-0.122,
25.606,-0.065,-0.002,1.005,,,,-0.183,0.488,-0.061,
25.616,-0.065,0,1.005,,,,0,0.244,-0.061,
25.626,-0.064,-0.002,1.004,,,,0,0.061,0.061,
25.637,-0.064,-0.002,1.003,,,,-0.122,0.061,0.122,
25.645,-0.064,-0.003,1.004,,,,0.122,-0.122,0.061,
25.656,-0.064,-0.002,1.002,,,,-0.244,0.122,0,
25.666,-0.065,-0.003,1.003,,,,-0.183,0.061,-0.244,
25.676,-0.064,-0.003,1.004,,,,0,-0.122,0.061,
25.686,-0.063,-0.002,1.002,,,,0.061,0.183,-0.244,
25.695,-0.063,-0.002,1.004,,,,0,0.244,-0.183,
25.705,-0.064,-0.002,1.004,,,,0.122,-0.244,0.244,
25.716,-0.064,-0.003,1.003,,,,-0.366,0.244,-0.061,
25.726,-0.065,-0.002,1.006,,,,-0.427,0.061,-0.183,
25.735,-0.064,-0.001,1.004,,,,-0.122,0.183,-0.122,
25.745,-0.063,-0.002,1.004,,,,0.183,0.122,0.305,
25.755,-0.065,-0.002,1.005,,,,0,0,0.061,
25.766,-0.066,-0.003,1.003,,,,0.122,-0.061,0.183,
25.774,-0.064,-0.003,1.004,,,,0.305,0,0.061,
25.785,-0.064,-0.003,1.004,,,,0.305,0,0,
25.795,-0.065,-0.003,1.004,,,,-0.061,0.244,0.122,
25.805,-0.062,-0.003,1.004,,,,0.122,-0.244,-0.061,
25.814,-0.064,-0.002,1.003,,,,-0.549,0.122,-0.122,
25.824,-0.064,-0.002,1.005,,,,-0.305,0.183,-0.183,
25.834,-0.066,-0.004,1.005,,,,-0.061,0.244,0,
25.845,-0.065,-0.002,1.005,,,,-0.061,0.122,-0.122,
25.853,-0.065,-0.001,1.003,,,,0,0.366,0.122,
25.864,-0.065,-0.003,1.005,,,,0.366,0.061,0.122,
25.874,-0.064,-0.002,1.004,,,,0.61,-0.122,0.061,
25.884,-0.065,-0.003,1.002,,,,0.488,0.122,0.305,
25.894,-0.065,-0.003,1.002,,,,0,0.183,0.305,
25.903,-0.063,-0.002,1.004,,,,-0.61,0,0,
25.913,-0.063,-0.002,1.005,,,,-0.366,0.183,-0.061,
25.924,-0.064,-0.003,1.003,,,,0.061,0.122,0.122,
25.934,-0.064,-0.001,1.005,,,,-0.122,0.183,0,
25.943,-0.064,-0.002,1.003,,,,-0.183,0,-0.061,
25.953,-0.064,-0.002,1.004,,,,-0.183,0.061,0.244,
25.963,-0.065,-0.002,1.005,,,,-0.244,0.183,-0.244,
25.974,-0.063,-0.002,1.004,,,,-0.305,0.183,-0.061,
25.982,-0.065,-0.004,1.006,,,,-0.122,0.183,-0.061,
25.993,-0.066,-0.003,1.004,,,,-0.244,0.183,-0.183,
26.003,-0.064,-0.003,1.004,,,,0,0.244,0.122,
26.013,-0.064,-0.002,1.004,,,,0,0.427,0,
26.023,-0.065,-0.003,1.004,,,,0.061,0.244,-0.061,
26.032,-0.064,-0.002,1.003,,,,0.183,0,0.061,
26.042,-0.064,-0.002,1.003,,,,0.061,0.244,0,
26.053,-0.065,-0.002,1.004,,,,0.427,0.122,0.122,
26.061,-0.064,-0.001,1.003,,,,0.183,0.305,-0.061,
26.072,-0.063,-0.002,1.005,,,,-0.244,0,0.244,
26.082,-0.064,-0.002,1.004,,,,-0.366,-0.122,-0.061,
26.092,-0.066,-0.001,1.004,,,,0.061,-0.061,-0.061,
26.102,-0.065,-0.003,1.005,,,,0.061,0,0,
26.111,-0.065,-0.003,1.003,,,,0.061,0.122,0.061,
26.121,-0.064,-0.002,1.004,,,,-0.061,0.183,0.122,
26.132,-0.064,-0.002,1.004,,,,-0.366,0,-0.061,
26.142,-0.064,-0.002,1.003,,,,0.244,-0.061,0.305,
26.151,-0.064,-0.003,1.002,,,,0.122,0.122,0.122,
26.161,-0.064,-0.003,1.004,,,,0,0.122,0,
26.171,-0.064,-0.002,1.005,,,,-0.061,0.122,0.183,
26.182,-0.066,-0.003,1.005,,,,0.244,0,0,
26.19,-0.065,-0.003,1.004,,,,-0.122,-0.183,-0.183,
26.201,-0.065,-0.003,1.005,,,,-0.549,0.244,0,
26.211,-0.063,-0.001,1.004,,,,-0.244,0.061,-0.061,
26.221,-0.065,-0.001,1.005,,,,0.915,0,-0.122,
26.23,-0.063,-0.002,1.003,,,,0.671,0.244,0.061,
26.24,-0.064,-0.002,1.004,,,,0.244,0.183,0.122,
26.25,-0.064,-0.004,1.003,,,,-0.366,0.305,0,
26.261,-0.063,-0.003,1.002,,,,-0.61,0,-0.183,
26.269,-0.064,-0.002,1.001,,,,0.061,0.183,0.061,
26.28,-0.064,-0.001,1.004,,,,0.305,-0.061,0.061,
26.29,-0.064,-0.002,1.001,,,,0.305,0.183,0.183,
26.3,-0.063,-0.004,1.004,,,,0.305,0.183,0.061,
26.31,-0.065,-0.003,1.006,,,,-0.061,0.183,0.061,
26.319,-0.065,-0.002,1.005,,,,-0.183,0.122,-0.122,
26.329,-0.064,-0.002,1.004,,,,-0.061,0.366,-0.183,
26.34,-0.065,-0.004,1.005,,,,0,-0.061,0.122,
26.35,-0.064,-0.002,1.004,,,,-0.061,0.244,0.122,
26.359,-0.066,-0.001,1.002,,,,0,0.244,-0.122,
26.369,-0.066,-0.002,1.004,,,,0.427,0.122,0,
26.379,-0.064,-0.002,1.005,,,,0.488,0.122,0.122,
26.39,-0.065,-0.003,1.005,,,,0.244,0.305,-0.122,
26.398,-0.064,-0.003,1.003,,,,0.122,0.122,0.061,
26.409,-0.064,-0.002,1.004,,,,0.183,0,0.183,
26.419,-0.065,-0.002,1.004,,,,0.122,0,0,
26.429,-0.065,-0.002,1.005,,,,0.061,0,-0.244,
26.438,-0.064,-0.002,1.006,,,,0.061,0.122,0.183,
26.448,-0.064,-0.003,1.005,,,,0.122,-0.061,0,
26.458,-0.064,-0.003,1.003,,,,0.061,0.183,-0.122,
26.469,-0.064,-0.005,1.003,,,,0.366,-0.061,0,
26.479,-0.066,-0.003,1.004,,,,0.366,0.122,0,
26.488,-0.065,-0.003,1.004,,,,0,0.305,0.061,
26.498,-0.064,-0.003,1.005,,,,0.122,0.366,-0.183,
26.508,-0.065,-0.004,1.003,,,,-0.061,0.061,0.183,
26.518,-0.065,-0.002,1.004,,,,0,0.122,-0.061,
26.527,-0.063,-0.002,1.004,,,,-0.183,0.244,0.122,
26.538,-0.065,-0.003,1.005,,,,0.122,0.183,0.244,
26.548,-0.067,-0.005,1.006,,,,-0.183,0.427,0,
26.558,-0.064,-0.002,1.004,,,,0,0,-0.244,
26.567,-0.064,-0.003,1.004,,,,0,0.122,0,
26.577,-0.066,-0.004,1.005,,,,0.244,0,-0.061,
26.587,-0.063,-0.003,1.004,,,,0.183,0.061,0.061,
26.598,-0.065,-0.003,1.004,,,,0.305,0.061,-0.122,
26.606,-0.064,-0.002,1.004,,,,0.61,0.061,0.061,
26.617,-0.064,-0.004,1.003,,,,0.305,0.244,0.183,
26.627,-0.065,-0.003,1.004,,,,0.183,0.244,0,
26.637,-0.065,-0.002,1.002,,,,0.061,-0.061,0,
26.646,-0.065,-0.004,1.005,,,,-0.366,0,-0.122,
26.656,-0.064,-0.002,1.005,,,,-0.915,0.305,-0.122,
26.666,-0.064,-0.001,1.005,,,,-0.671,0.183,-0.244,
26.677,-0.064,-0.003,1.004,,,,-0.671,0.061,-0.183,
26.687,-0.065,-0.002,1.004,,,,-0.122,0.183,-0.122,
26.696,-0.065,-0.001,1.003,,,,-0.122,0.122,-0.061,
26.706,-0.065,-0.002,1.005,,,,0.061,0.061,0.061,
26.716,-0.064,-0.003,1.004,,,,0.183,-0.305,0.366,
26.726,-0.064,-0.004,1.002,,,,0.061,0,0.122,
26.735,-0.064,-0.003,1.003,,,,0.183,0.122,0.183,
26.746,-0.064,-0.002,1.003,,,,0.122,0.183,0.366,
26.756,-0.065,-0.003,1.003,,,,-0.427,0.183,0.061,
26.766,-0.064,-0.003,1.005,,,,-0.244,0,-0.183,
26.775,-0.063,-0.003,1.004,,,,0,-0.183,0.122,
26.785,-0.063,-0.002,1.002,,,,-0.122,0.061,0.183,
26.795,-0.065,-0.002,1.004,,,,0.183,0.244,0.122,
26.806,-0.065,-0.003,1.006,,,,0,0.122,0.122,
26.814,-0.063,-0.002,1.005,,,,-0.366,0.122,0.122,
26.825,-0.064,-0.002,1.004,,,,-0.061,0,0.122,
26.835,-0.063,-0.003,1.004,,,,0.122,0.122,0,
26.845,-0.065,-0.003,1.003,,,,0.061,-0.122,0,
26.854,-0.065,-0.004,1.003,,,,0.366,-0.244,0.183,
26.864,-0.064,-0.004,1.004,,,,0.244,-0.061,0.122,
26.874,-0.066,-0.003,1.004,,,,0.244,0.122,0.183,
26.885,-0.064,-0.003,1.003,,,,0.061,0.244,-0.122,
26.895,-0.067,-0.004,1.004,,,,-0.244,0.244,0,
26.904,-0.066,-0.002,1.006,,,,0,0.061,0.061,
26.914,-0.065,-0.002,1.005,,,,-0.549,0.305,-0.122,
26.924,-0.065,-0.002,1.005,,,,-0.183,0.122,0.183,
26.934,-0.065,-0.003,1.004,,,,0,0.427,0.122,
26.943,-0.065,-0.003,1.004,,,,0.244,0,0.061,
26.954,-0.065,-0.003,1.004,,,,-0.122,0.244,0.061,
26.964,-0.064,-0.003,1.004,,,,-0.122,0.244,-0.061,
26.974,-0.064,-0.002,1.004,,,,-0.183,0.122,-0.061,
26.983,-0.065,-0.003,1.005,,,,0,0.183,0.183,
26.993,-0.064,-0.003,1.002,,,,-0.305,0.061,-0.122,
27.003,-0.064,-0.003,1.005,,,,0,0.244,0.061,
27.014,-0.064,-0.003,1.005,,,,0,-0.122,0.183,
27.022,-0.064,-0.003,1.005,,,,-0.183,0.244,0,
27.033,-0.064,-0.003,1.005,,,,-0.061,0.183,-0.122,
27.043,-0.063,-0.004,1.002,,,,0.305,0,0,
27.053,-0.063,-0.004,1.004,,,,0.305,0.061,0,
27.062,-0.065,-0.002,1.004,,,,0.366,0.061,0.061,
27.072,-0.063,-0.004,1.004,,,,0.366,0.244,0.061,
27.082,-0.065,-0.004,1.003,,,,0.305,0.122,0.122,
27.093,-0.065,-0.004,1.003,,,,-0.122,0.305,-0.366,
27.103,-0.065,-0.004,1.004,,,,-0.366,0.183,0.122,
27.112,-0.066,-0.003,1.002,,,,-0.122,0.366,0.061,
27.122,-0.066,-0.002,1.004,,,,0.244,0.122,-0.061,
27.132,-0.064,-0.003,1.005,,,,0.183,-0.183,0.122,
27.142,-0.065,-0.003,1.005,,,,0.244,0.061,0.061,
27.151,-0.064,-0.004,1.006,,,,0.549,0.122,-0.061,
27.162,-0.064,-0.002,1.005,,,,0.122,0.122,-0.122,
27.172,-0.064,-0.003,1.006,,,,0.122,0.183,0,
27.182,-0.063,-0.002,1.006,,,,0.244,0.305,0.122,
27.191,-0.065,-0.003,1.004,,,,0,-0.061,0.061,
27.201,-0.065,-0.003,1.002,,,,0,0.061,0,
27.211,-0.063,-0.003,1.003,,,,0,0.061,0.183,
27.222,-0.065,-0.002,1.003,,,,-0.122,0,0.061,
27.23,-0.065,-0.003,1.002,,,,0.061,-0.183,0.061,
27.241,-0.064,-0.002,1.005,,,,-0.122,0,0.061,
27.251,-0.064,-0.002,1.006,,,,0,0.122,0,
27.261,-0.065,-0.002,1.005,,,,-0.122,0.183,0.061,
27.27,-0.062,0,1.003,,,,0.122,0.366,0,
27.28,-0.064,-0.001,1.003,,,,0.122,0.366,0.061,
27.29,-0.065,-0.004,1.004,,,,0.183,0,-0.183,
27.301,-0.064,-0.003,1.005,,,,0.122,0.244,-0.183,
27.311,-0.064,-0.003,1.005,,,,0.488,0.061,0.061,
27.32,-0.065,-0.003,1.004,,,,0.427,0,0.061,
27.33,-0.066,-0.002,1.005,,,,0.366,0.122,0.183,
27.34,-0.065,-0.002,1.004,,,,0.061,0.183,0.061,
27.35,-0.063,-0.003,1.002,,,,0.061,0.061,-0.061,
27.359,-0.062,-0.002,1.005,,,,0.183,0.183,-0.183,
27.37,-0.064,-0.002,1.004,,,,-0.244,0.305,-0.061,
27.38,-0.064,-0.002,1.005,,,,-0.244,0.061,0,
27.39,-0.064,-0.004,1.005,,,,0.061,0.183,-0.061,
27.399,-0.064,-0.002,1.006,,,,0.183,0.122,0.061,
27.409,-0.064,-0.002,1.004,,,,0.061,0,0.061,
27.419,-0.064,-0.004,1.003,,,,0.244,0.366,-0.122,
27.43,-0.064,-0.003,1.005,,,,0.122,0.061,0.183,
27.438,-0.065,-0.001,1.002,,,,0.122,0.122,0.061,
27.449,-0.065,-0.003,1.004,,,,0.366,0.244,0,
27.459,-0.064,-0.004,1.005,,,,0.244,0.183,0.122,
27.469,-0.065,-0.002,1.003,,,,0.122,0,0.061,
27.478,-0.066,-0.002,1.003,,,,-0.305,0.366,-0.061,
27.488,-0.064,-0.003,1.004,,,,-0.305,0.183,0.122,
27.498,-0.064,-0.002,1.005,,,,-0.549,0.122,-0.183,
27.509,-0.062,-0.001,1.004,,,,-0.061,-0.122,-0.061,
27.519,-0.064,-0.002,1.005,,,,0,0,0.122,
27.528,-0.067,-0.002,1.005,,,,0,0.061,0.122,
27.538,-0.065,-0.002,1.004,,,,0.183,-0.061,0.061,
27.548,-0.063,-0.003,1.003,,,,0.122,-0.122,-0.122,
27.558,-0.065,-0.003,1.004,,,,0.244,0.061,-0.122,
27.567,-0.064,-0.003,1.003,,,,0.183,0.183,0.366,
27.578,-0.064,-0.003,1.002,,,,0.244,-0.061,0.122,
27.588,-0.064,-0.002,1.002,,,,-0.244,0.061,0,
27.598,-0.065,-0.004,1.004,,,,-0.61,0.061,0,
27.607,-0.066,-0.003,1.004,,,,-0.122,-0.061,0.061,
27.617,-0.066,-0.003,1.004,,,,0.122,0.122,0.061,
27.627,-0.064,-0.002,1.006,,,,-0.061,0.427,-0.061,
27.638,-0.065,-0.002,1.006,,,,-0.061,0.061,0.305,
27.646,-0.063,-0.002,1.003,,,,0.061,0.549,0,
27.657,-0.066,-0.003,1.003,,,,0.122,0.122,-0.183,
27.667,-0.066,-0.003,1.003,,,,0.183,0.061,0,
27.677,-0.065,-0.002,1.005,,,,0.305,0.488,0.061,
27.686,-0.064,-0.004,1.002,,,,0.061,0.366,0.122,
27.696,-0.064,-0.003,1.004,,,,0,0.061,0,
27.706,-0.062,-0.001,1.006,,,,-0.671,0.183,-0.061,
27.717,-0.064,-0.001,1.005,,,,-0.244,0.183,0,
27.727,-0.065,-0.001,1.004,,,,0.061,0.061,0.061,
27.736,-0.065,-0.003,1.003,,,,0.122,0.122,0,
27.746,-0.065,-0.002,1.004,,,,0,0.061,0.122,
27.756,-0.065,-0.002,1.005,,,,0.183,0.366,-0.061,
27.767,-0.063,-0.002,1.002,,,,0.366,0.122,-0.122,
27.775,-0.064,-0.004,1.002,,,,0.183,0.366,0.122,
27.786,-0.065,-0.002,1.004,,,,-0.305,0.061,0.122,
27.796,-0.064,-0.002,1.005,,,,-0.183,0.183,-0.122,
27.806,-0.066,-0.003,1.002,,,,0.122,-0.061,0.183,
27.815,-0.066,-0.003,1.003,,,,0.244,0.305,0.061,
27.825,-0.065,-0.001,1.005,,,,0.122,0,0,
27.835,-0.065,-0.001,1.005,,,,0.122,0.366,0,
27.846,-0.065,-0.001,1.005,,,,0.122,0.061,0.061,
27.854,-0.065,-0.004,1.004,,,,-0.244,0,0.061,
27.865,-0.064,-0.003,1.006,,,,-0.244,0.305,-0.183,
27.875,-0.065,-0.001,1.005,,,,-0.244,0.244,-0.061,
27.885,-0.063,-0.002,1.003,,,,-0.305,0.427,-0.061,
27.894,-0.065,-0.003,1.003,,,,0.305,0.061,0,
27.904,-0.063,-0.002,1.003,,,,0.366,0.183,-0.061,
27.914,-0.065,0,1.005,,,,0.244,0.366,0.122,
27.925,-0.065,-0.002,1.004,,,,0.366,0.183,0.061,
27.935,-0.064,-0.003,1.003,,,,-0.488,0.305,-0.244,
27.944,-0.064,-0.003,1.004,,,,-0.183,0.183,0.122,
27.954,-0.064,-0.004,1.004,,,,-0.061,-0.061,0.122,
27.964,-0.062,-0.003,1.005,,,,-0.122,0.061,0.366,
27.975,-0.064,-0.002,1.004,,,,0.244,0,-0.244,
27.983,-0.064,-0.002,1.007,,,,0.244,0,-0.183,
27.994,-0.064,-0.002,1.005,,,,0.732,-0.305,0.122,
28.004,-0.064,-0.003,1.003,,,,0.488,0.183,0.244,
28.014,-0.065,-0.003,1.004,,,,0.061,0.183,0.183,
28.023,-0.063,-0.003,1.003,,,,-0.305,0.427,-0.244,
28.033,-0.065,-0.003,1.004,,,,-0.122,0.183,0,
28.043,-0.064,-0.001,1.003,,,,-0.244,-0.061,0.183,
28.054,-0.065,-0.002,1.004,,,,-0.122,0,-0.122,
28.062,-0.063,-0.003,1.004,,,,-0.183,0.183,0,
28.073,-0.064,-0.003,1.004,,,,-0.366,0,-0.061,
28.083,-0.065,-0.001,1.006,,,,-0.183,0.183,-0.061,
28.093,-0.066,-0.003,1.006,,,,0.122,0.366,0.122,
28.102,-0.065,-0.003,1.004,,,,0,0,0.244,
28.112,-0.064,-0.002,1.003,,,,-0.122,0.244,0.061,
28.122,-0.064,-0.003,1.005,,,,0.183,0,0.122,
28.133,-0.064,-0.003,1.004,,,,0.305,-0.061,-0.061,
28.143,-0.065,-0.004,1.002,,,,-0.122,0.427,0.122,
28.152,-0.064,-0.002,1.004,,,,-0.122,0.122,0,
28.162,-0.064,-0.003,1.004,,,,0.183,0,-0.061,
28.172,-0.065,-0.003,1.004,,,,0.244,0.183,0.122,
28.183,-0.065,-0.002,1.005,,,,0.183,0.122,0.183,
28.191,-0.064,-0.003,1.005,,,,0.244,-0.183,0.183,
28.202,-0.064,-0.003,1.004,,,,0,-0.183,0.122,
28.212,-0.065,-0.003,1.004,,,,-0.305,0.122,0.061,
28.222,-0.064,-0.002,1.005,,,,0,0.244,0.305,
28.231,-0.063,-0.002,1.004,,,,0.061,0.061,0,
28.241,-0.064,-0.005,1.004,,,,0.244,0.122,-0.305,
28.251,-0.065,-0.005,1.005,,,,0.366,0.366,-0.061,
28.262,-0.065,-0.003,1.003,,,,0.427,0.305,0.122,
28.27,-0.065,-0.001,1.005,,,,0.488,0.305,-0.183,
28.281,-0.065,-0.001,1.004,,,,0.427,0.122,0.183,
28.291,-0.064,-0.001,1.004,,,,0.122,0,0.061,
28.301,-0.063,-0.004,1.006,,,,-0.061,-0.061,0.244,
28.31,-0.064,-0.004,1.005,,,,0,0.366,0.061,
28.32,-0.063,-0.002,1.004,,,,0,-0.122,0.061,
28.33,-0.065,-0.002,1.002,,,,0.305,0.305,0.183,
28.341,-0.065,-0.002,1.003,,,,0,0.305,-0.061,
28.351,-0.064,-0.001,1.003,,,,0.061,0.183,-0.122,
28.36,-0.064,-0.003,1.003,,,,0.122,0,0.183,
28.37,-0.065,-0.004,1.002,,,,0.305,0.122,0.061,
28.38,-0.064,-0.004,1.004,,,,0.183,0.122,-0.305,
28.391,-0.065,-0.001,1.005,,,,0.427,0,0.244,
28.399,-0.065,-0.001,1.005,,,,0.305,0.061,-0.183,
28.41,-0.062,-0.002,1.004,,,,-0.183,0.244,-0.061,
28.42,-0.063,-0.003,1.004,,,,-0.061,0.305,-0.366,
28.43,-0.064,-0.002,1.004,,,,-0.122,0,0.061,
28.439,-0.064,-0.003,1.005,,,,-0.183,0.244,-0.061,
28.449,-0.065,-0.002,1.004,,,,-0.244,0.122,-0.183,
28.459,-0.063,-0.002,1.004,,,,0.122,-0.305,0.244,
28.47,-0.065,-0.001,1.004,,,,0.122,0,0.061,
28.478,-0.065,-0.002,1.003,,,,0.549,0.305,-0.061,
28.489,-0.065,-0.003,1.001,,,,0.366,0.122,-0.061,
28.499,-0.064,-0.002,1.004,,,,-0.061,0.061,0.183,
28.509,-0.064,-0.003,1.005,,,,-0.122,0.427,0,
28.519,-0.065,-0.002,1.005,,,,-0.061,0.122,-0.061,
28.528,-0.064,0,1.004,,,,-0.122,0,0.061,
28.538,-0.063,0.001,1.005,,,,0,0.061,0,
28.549,-0.063,-0.001,1.005,,,,0.061,0.122,-0.061,
28.559,-0.063,-0.003,1.004,,,,0.244,0.305,0,
28.568,-0.064,-0.003,1.004,,,,-0.183,0.183,-0.061,
28.578,-0.064,-0.002,1.005,,,,0.305,-0.183,0.061,
28.588,-0.065,-0.002,1.003,,,,0.305,0.366,-0.122,
28.599,-0.065,-0.003,1.002,,,,0.122,-0.122,-0.183,
28.607,-0.066,-0.003,1.005,,,,0.366,0.122,0,
28.618,-0.065,-0.002,1.004,,,,0.549,0.183,0.244,
28.628,-0.064,-0.002,1.002,,,,0.061,0.183,0.122,
28.638,-0.065,-0.002,1.004,,,,0,-0.122,0.061,
28.647,-0.065,-0.003,1.003,,,,-0.305,0,0.122,
28.657,-0.065,-0.002,1.005,,,,-0.305,0.427,0,
28.667,-0.064,-0.002,1.007,,,,-0.305,-0.122,0,
28.678,-0.064,-0.002,1.006,,,,0.183,0,0.122,
28.686,-0.064,-0.003,1.002,,,,0.549,0.244,0.122,
28.697,-0.064,-0.002,1.004,,,,0.305,0.122,0,
28.707,-0.066,-0.002,1.004,,,,0.122,0.366,-0.122,
28.717,-0.065,-0.002,1.002,,,,0.183,0.122,-0.122,
28.727,-0.063,-0.003,1.003,,,,0.061,0.183,0,
28.736,-0.065,-0.003,1.004,,,,0.305,0.122,0.061,
28.746,-0.063,-0.003,1.003,,,,0.183,0.122,0.122,
28.757,-0.065,-0.002,1.004,,,,0.244,0.061,-0.061,
28.767,-0.065,-0.001,1.004,,,,0.244,0.183,0.061,
28.776,-0.066,-0.001,1.004,,,,0,0.305,0.061,
28.786,-0.063,-0.001,1.004,,,,-0.244,0,-0.122,
28.796,-0.064,-0.003,1.005,,,,-0.244,0.183,0.183,
28.807,-0.064,0,1.007,,,,-0.122,0,-0.122,
28.817,-0.064,-0.001,1.004,,,,0.488,0.244,0.061,
28.826,-0.065,-0.003,1.001,,,,0.183,0.061,0.122,
28.836,-0.066,-0.002,1.004,,,,0.061,0.061,0,
28.846,-0.065,-0.002,1.004,,,,0,0.122,0.183,
28.855,-0.064,-0.003,1.003,,,,0,0,-0.122,
28.865,-0.063,-0.001,1.005,,,,0.244,0.122,-0.061,
28.875,-0.064,-0.002,1.005,,,,0.183,0.183,0.061,
28.886,-0.065,-0.002,1.003,,,,0.122,0.061,0,
28.894,-0.065,-0.001,1.005,,,,-0.122,-0.122,0.244,
28.905,-0.065,-0.001,1.006,,,,0.183,0,0.244,
28.915,-0.065,-0.002,1.005,,,,0.305,-0.122,0.061,
28.925,-0.064,0,1.003,,,,-0.061,-0.122,0.061,
28.935,-0.064,-0.003,1.003,,,,-0.061,0.061,-0.061,
28.944,-0.065,-0.003,1.004,,,,-0.183,0.122,0,
28.954,-0.063,-0.002,1.003,,,,-0.244,0.488,0.061,
28.965,-0.064,-0.002,1.004,,,,-0.244,0.122,0.183,
28.975,-0.063,-0.003,1.004,,,,0.122,0.244,0.122,
28.984,-0.064,-0.003,1.003,,,,0.488,0,0.244,
